YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201909,140030,842708,1,3.49,"S","GILCHRIST",45.42,-95.34,4525200,9520400
201909,140030,842709,1,0,"N","BROOTEN",45.5,-95.12,4530000,957200
201909,140030,842710,1,0,"N","NEW LONDON",45.3,-94.95,4518000,9457000
201909,140030,842711,1,0,"N","BELGRADE",45.45,-95,4527000,9500
201909,140030,842712,1,.69,"N","MONTGOMERY",44.44,-93.58,4426400,9334800
201909,140030,842713,1,1.47,"NNE","MORRISTOWN",44.25,-93.44,4415000,9326400
201909,140030,842714,1,0,"N","(AXN)CHNDLR FLD ALXN",45.87,-95.4,4552200,9524000
201909,140030,842716,1,1.38,"N","RICE",45.77,-94.23,4546200,9413800
201909,140030,842718,1,2.84,"SE","LUXEMBURG",45.42,-94.21,4525200,9412600
201909,140030,842719,1,.97,"E","(STC)ST CLOUD REGIONAL AIRPORT",45.55,-94.05,4533000,943000
201909,140030,842720,1,.85,"SE","HOWARD LAKE",45.06,-94.07,453600,944200
201909,140030,842721,1,1.69,"SE","OTSEGO",45.26,-93.58,4515600,9334800
201909,140030,842722,1,4.26,"SSW","ST AUGUSTA",45.42,-94.17,4525200,9410200
201909,140030,842724,1,1.06,"WSW","LITTLE FALLS",45.9737,-94.3901,4558422,9423406
201909,140030,842724,2,1.14,"E","LITTLE FALLS",45.9807,-94.3463,4558842,9420778
201909,140030,842725,1,.69,"S","PIERZ",45.97,-94.1,4558200,946000
201909,140030,842727,1,.79,"E","PRINCETON",45.5705,-93.5836,4534230,9335016
201909,140030,842727,2,2.05,"ENE","PRINCETON",45.58,-93.56,4534800,9333600
201909,140030,842728,1,1.09,"W","ANDOVER",45.2288,-93.3224,4513728,9319344
201909,140030,842728,2,1.7,"ENE","ANDOVER",45.2397,-93.2679,4514382,9316074
201909,140030,842729,1,.11,"SE","COON RAPIDS",45.1689,-93.3185,4510134,9319110
201909,140030,842729,2,1.13,"WSW","BLAINE",45.1717,-93.2399,4510302,9314394
201909,140030,842731,1,1.81,"NNE","CIRCLE PINES",45.1751,-93.1594,4510506,939564
201909,140030,842731,2,2.07,"NNE","LINO LAKES",45.1975,-93.1032,4511850,936192
201909,140030,842732,1,.44,"NNE","WHITE BEAR LAKE",45.0859,-93.0166,455154,93996
201909,140030,842732,2,1.47,"NE","WHITE BEAR LAKE",45.0939,-92.9972,455634,9259832
201909,140030,842851,1,2.02,"SW","HOWARD LAKE",45.0516,-94.1122,453096,946732
201909,140030,842851,2,1.43,"SSW","HOWARD LAKE",45.0508,-94.091,453048,945460
201909,140030,842855,1,2.86,"E","WATERTOWN",44.9632,-93.7922,4457792,9347532
201909,140030,842855,2,4.18,"ESE","WATERTOWN",44.9568,-93.7665,4457408,9345990
201909,140030,842856,1,3.29,"W","MINNETRISTA",44.9568,-93.7665,4457408,9345990
201904,134470,805674,1,.91,"SW","DAISETTA",30.11,-94.64,306600,9438400
201904,134477,805756,1,0,"N","LAKEVIEW",34.67,-100.7,3440200,10042000
201904,134477,805756,2,.89,"NW","MEMPHIS",34.73,-100.54,3443800,10032400
201904,134477,805762,1,14.77,"W","LOCO",34.72,-100.41,3443200,10024600
201904,134477,805762,2,3.18,"S","ARLIE",34.6741,-100.083,3440446,1004980
201904,134509,805931,1,5.58,"NNW","PAIGE",36.25,-119.47,3615000,11928200
201904,134509,805933,1,0,"N","LEMOORE",36.3,-119.78,3618000,11946800
201904,134513,805987,1,8.93,"ENE","JUSTICEBURG",33.06,-101.05,333600,1013000
201904,134513,805988,1,3.67,"ENE","WOLFFORTH",33.5129,-101.9581,3330774,10157486
201904,134513,805988,2,1.5,"SSW","DOUD",33.55,-101.94,3333000,10156400
201904,134513,805989,1,2.22,"NE","JUSTICEBURG",33.05,-101.17,333000,10110200
201904,134513,805990,1,5.21,"W","CLAIREMONT",33.17,-100.84,3310200,10050400
201904,134513,805991,1,.69,"N","TULIA",34.54,-101.77,3432400,10146200
201904,134513,805992,1,.57,"S","JAYTON",33.2418,-100.5791,3314508,10034746
201904,134513,805992,2,.58,"E","JAYTON",33.25,-100.57,3315000,10034200
201904,134513,805994,1,7.32,"NNE","AUGUSTUS",33.2265,-101.2477,3313590,10114862
201904,134513,805994,2,2.62,"SSW","AUGUSTUS",33.0975,-101.3234,335850,10119404
201904,134513,805994,3,.79,"NW","JUSTICEBURG",33.0386,-101.2089,332316,10112534
201904,134513,805994,4,10.76,"NE","AUGUSTUS",33.2217,-101.1497,3313302,1018982
201904,134541,806137,1,2.36,"ENE","PORT O'CONNOR",28.4458,-96.3955,2826748,9623730
201904,134541,806138,1,25.04,"WSW","SARGENT",28.5911,-95.9826,2835466,9558956
201904,134541,806139,1,2.77,"ESE","FREEPORT",28.9285,-95.2913,2855710,9517478
201904,134541,806140,1,.37,"SSE","CLEAR LAKE",29.5649,-95.0683,2933894,954098
201904,134541,806141,1,4.02,"SSW","GALVESTON",29.2489,-94.852,2914934,9451120
201904,134541,806142,1,0,"N","NORTH JETTY",29.37,-94.73,2922200,9443800
201909,139926,844158,1,8.78,"WSW","PLENTYWOOD",48.72,-104.74,4843200,10444400
201909,139926,844159,1,11.77,"ENE","FROID",48.39,-104.26,4823400,10415600
201909,139926,844160,1,10.49,"ENE","FROID",48.39,-104.29,4823400,10417400
201909,139926,844162,1,10.94,"NNE","LAMBERT",47.82,-104.51,4749200,10430600
201909,139929,841859,1,.38,"NNE","HAYNES",39.4354,-82.6784,3926124,8240704
201909,139929,841859,2,.41,"NE","HAYNES",39.4343,-82.6747,3926058,8240482
201909,139929,841859,3,.24,"ENE","HAYNES",39.4314,-82.6759,3925884,8240554
201909,139929,841859,4,.21,"N","HAYNES",39.433,-82.6804,3925980,8240824
201909,139929,841860,1,.53,"W","WEST LIBERTY",40.25,-83.76,4015000,8345600
201909,139929,841861,1,.87,"NW","SLIGO",39.44,-83.94,3926400,8356400
201909,139929,841862,1,.87,"SE","PLAIN CITY",40.11,-83.27,406600,8316200
201909,139929,841863,1,3.82,"SE","NEW CALIFORNIA",40.11,-83.18,406600,8310800
201909,139929,841864,1,1.1,"N","DUBLIN",40.116,-83.1197,406960,837182
201909,139929,841865,1,3.25,"SW","AFRICA",40.1504,-82.9979,409024,8259874
201909,139929,841866,1,.53,"W","JOHNSTOWN",40.15,-82.69,409000,8241400
201909,139929,841867,1,3.16,"SSE","WELLMAN",39.436,-84.0142,3926160,84852
201909,139929,841868,1,.87,"NW","MELVIN",39.48,-83.73,3928800,8343800
201909,139929,841869,1,2.63,"W","MT AIR",40.1351,-83.0794,408106,834764
201909,139929,841870,1,2.53,"W","JERSEY",40.0461,-82.7677,402766,8246062
201909,139947,842026,1,3.14,"NNW","EL PRADO",36.4714,-105.5936,3628284,10535616
201909,139950,842043,1,10.85,"NE","BUCKEYE",40.89,-104.95,4053400,10457000
201909,139951,842044,1,4.25,"SW","LAKE GEORGE",38.9416,-105.4318,3856496,10525908
201909,139951,842045,1,9,"W","LAKE GEORGE",38.975,-105.5375,3858500,10532250
201909,139969,842174,1,2.29,"NNE","WAUSAU",45,-89.61,4500,8936600
201909,139969,842182,1,2.07,"N","SHAWANO",44.8,-88.6,4448000,8836000
201909,139969,842187,1,0,"N","(CWA)CEN WI ARPT MOS",44.78,-89.67,4446800,8940200
201909,140025,842418,1,.86,"NW","PROSPECT",42.76,-122.49,4245600,12229400
201909,140025,842418,2,1,"SW","PROSPECT",42.7398,-122.4939,4244388,12229634
201909,140030,842705,1,2.13,"NNE","LOWRY",45.73,-95.52,4543800,9531200
201909,140030,842706,1,4.21,"SW","HOLMES CITY",45.78,-95.6,4546800,9536000
201909,140030,842707,1,3.46,"WNW","TERRACE",45.53,-95.39,4531800,9523400
201911,142994,857944,1,1.56,"NNE","MAHAN",32.9017,-93.0423,3254102,932538
201911,142994,857944,2,2.11,"NNE","MAHAN",32.9076,-93.0343,3254456,932058
201911,143084,858393,1,0,"N","CANYON",34.07,-112.15,344200,1129000
201911,143084,858393,2,5.63,"WSW","CAMP VERDE ARPT",34.4906,-111.9165,3429436,11154990
201911,142456,860627,3,1.43,"NW","STARKSBORO",44.2435,-73.0719,4414610,734314
201911,142456,860627,4,1.41,"NNW","STARKSBORO",44.2494,-73.0585,4414964,733510
201911,142456,860627,5,.8,"N","STARKSBORO",44.2415,-73.0497,4414490,732982
201911,142456,860627,6,1.95,"NNE","STARKSBORO",44.2552,-73.0323,4415312,731938
201911,142456,860627,7,1.99,"NE","STARKSBORO",44.2528,-73.0255,4415168,731530
201911,142456,860630,1,.53,"E","JONESVILLE",44.3795,-72.9393,4422770,7256358
201911,142456,860630,2,1.05,"SSW","HUNTINGTON",44.3153,-72.985,4418918,7259100
201911,142456,860630,3,2.84,"W","HUNTINGTON",44.3306,-73.0375,4419836,732250
201911,142456,860630,4,.4,"SSW","RICHMOND",44.3944,-73.0021,4423664,73126
201911,142456,860640,1,2.33,"S","MORSES MILL",44.5466,-72.8058,4432796,7248348
201911,142456,860640,2,.88,"WSW","JEFFERSONVILLE",44.6451,-72.8466,4438706,7250796
201911,142456,860640,3,1.52,"NNW","BELVIDERE JCT",44.7492,-72.7652,4444952,7245912
201911,142456,860640,4,.86,"NNW","BELVIDERE CORNERS",44.7814,-72.627,4446884,7237620
201911,142456,860640,5,1.65,"E","EDEN MILLS",44.7221,-72.4866,4443326,7229196
201911,142456,860640,6,1.04,"W","CENTERVILLE",44.6208,-72.6011,4437248,7236066
201911,142456,860640,7,.8,"SE","STOWE FORK",44.4912,-72.7394,4429472,7244364
201911,142456,860643,1,1.19,"S","BOWMAN CORNERS",44.5527,-73.0504,4433162,733024
201911,142456,860643,2,1.85,"NNW","WESTFORD",44.6441,-73.0365,4438646,732190
201911,142456,860643,3,3.74,"N","NORTH UNDERHILL",44.6333,-72.9371,4437998,7256226
201911,142456,860643,4,2.31,"NW","UNDERHILL",44.5514,-73.0061,4433084,73366
201911,142456,860643,5,1.8,"ENE","ESSEX CENTER",44.5309,-73.0168,4431854,731008
201911,142456,860643,6,.7,"N","ESSEX CENTER",44.53,-73.052,4431800,733120
201911,142456,860729,1,1.67,"SE","EAST SHELDON",44.8857,-72.8424,4453142,7250544
201911,142456,860729,2,1.5,"WNW","RICHFORD",45.0099,-72.6973,45594,7241838
201911,142456,860729,3,1.83,"WSW","MISSISQUOI",45.0093,-72.5843,45558,7235058
201911,142456,860729,4,.61,"NW","EAST ENOSBURG",44.8756,-72.6097,4452536,7236582
201911,142456,860737,1,.37,"ESE","NORTH TROY",44.9975,-72.3933,4459850,7223598
201911,142437,855022,1,1.77,"SSE","FRUITVILLE",40.3759,-75.5187,4022554,7531122
201911,142437,855022,2,2.36,"S","FRUITVILLE",40.3661,-75.5253,4021966,7531518
201911,142437,855022,3,.68,"E","NIANTIC",40.3815,-75.5672,4022890,7534032
201911,142437,855022,4,1.31,"W","FRUITVILLE",40.3999,-75.5549,4023994,7533294
201911,142437,855024,1,1.03,"NW","HARMONY HILL",39.9896,-75.6949,3959376,7541694
201911,142437,855024,2,.91,"NNW","HARMONY HILL",39.9916,-75.6882,3959496,7541292
201911,142437,855024,3,1.42,"WSW","WEST CHESTER",39.961,-75.6442,3957660,7538652
201911,142437,855024,4,1.14,"ENE","MARSHALLTON",39.9577,-75.6611,3957462,7539666
201911,142437,855024,5,.62,"SSW","HARMONY HILL",39.9713,-75.6831,3958278,7540986
201911,142437,855025,1,.55,"WNW","BRANDAMORE",40.0727,-75.8398,404362,7550388
201911,142437,855025,2,.66,"WSW","BRANDAMORE",40.0662,-75.8414,403972,7550484
201911,142437,855025,3,1.78,"ESE","CAMBRIDGE",40.0658,-75.902,403948,7554120
201911,142437,855025,4,1.7,"SSW","SUPLEE",40.0764,-75.8888,404584,7553328
201911,142437,855025,5,1.71,"SSE","SUPLEE",40.0772,-75.8671,404632,7552026
201911,142455,858988,1,1.93,"W","BALDWIN",43.8162,-73.4684,4348972,7328104
201911,142455,858988,2,1.98,"NNW","SOUTH SCHROON",43.8265,-73.7952,4349590,7347712
201911,142455,858988,3,2.43,"W","ELIZABETHTOWN",44.22,-73.6491,4413200,7338946
201911,142455,858988,4,.61,"ESE","WADHAMS",44.2277,-73.4581,4413662,7327486
201911,142455,860937,1,5.49,"W","WILMINGTON",44.3865,-73.9309,4423190,7355854
201911,142455,860937,2,3.86,"SSE","CLINTONVILLE",44.4219,-73.54,4425314,7332400
201911,142455,860937,3,3.81,"WSW","BALDWIN",43.7987,-73.5005,4347922,7330030
201911,142455,860937,4,2.06,"NNW","OLMSTEDVILLE",43.7978,-73.935,4347868,7356100
201911,142456,859014,1,.8,"NE","SOUTH BURLINGTON",44.4587,-73.2092,4427522,7312552
201911,142456,859014,2,2.86,"N","COLCHESTER",44.5712,-73.1564,4434272,739384
201911,142456,859014,3,1.2,"ENE","ESSEX CENTER",44.5286,-73.0289,4431716,731734
201911,142456,859014,4,2.69,"WSW","WILLISTON",44.4213,-73.1231,4425278,737386
201911,142456,859014,5,.86,"NNE","SHELBURNE",44.3913,-73.2226,4423478,7313356
201911,142456,860627,1,.08,"SW","STARKSBORO",44.229,-73.051,4413740,733060
201911,142456,860627,2,.43,"SW","STARKSBORO",44.2264,-73.057,4413584,733420
201911,143084,858405,1,0,"N","CANYON",34.07,-112.15,344200,1129000
201911,143084,858405,2,15.44,"ESE","BUMBLE BEE",34.1353,-111.8916,348118,11153496
201911,143084,858405,3,9,"SSW","CAMP VERDE ARPT",34.4098,-111.8908,3424588,11153448
201911,143084,858405,4,1.21,"SSE","HUMBOLDT",34.4837,-112.222,3429022,11213320
201911,143084,858405,5,4.85,"SW","MAYER",34.3546,-112.2948,3421276,11217688
201911,143084,858410,1,0,"N","(SOW)SHOW LOW MUNI A",34.27,-110,3416200,11000
201911,143084,858410,2,8.14,"ENE","PINETOP",34.1595,-109.8159,349570,10948954
201911,143097,863111,1,2,"WNW","COWETA",35.9611,-95.683,3557666,9540980
201911,143097,863662,1,4.18,"SSW","INOLA",36.0958,-95.5334,365748,9532004
201911,143097,863663,1,1,"N","INOLA",36.1645,-95.5,369870,9530000
201911,143097,863664,1,3.54,"NW","PRYOR CREEK ARPT",36.2491,-95.3823,3614946,9522938
201911,143097,863665,1,3,"W","PRYOR",36.3,-95.3739,3618000,9522434
201911,143098,859862,1,21.57,"E","TORTILLA FLAT",33.4939,-111.0081,3329634,111486
201911,143098,859862,2,20.58,"ENE","TORTILLA FLAT",33.5953,-111.0312,3335718,1111872
201911,143098,859862,3,13.41,"ENE","TORTILLA FLAT",33.5688,-111.1519,3334128,1119114
201911,143098,859862,4,14.29,"ESE","TORTILLA FLAT",33.4669,-111.1438,3328014,1118628
201911,143098,859863,1,10.26,"E","TORTILLA FLAT",33.5019,-111.2051,3330114,11112306
201911,143098,859863,2,9.7,"ENE","TORTILLA FLAT",33.5798,-111.2224,3334788,11113344
201911,143098,859863,3,2.11,"NNE","TORTILLA FLAT",33.5598,-111.3723,3333588,11122338
201911,143098,859863,4,2.59,"SSE","TORTILLA FLAT",33.4975,-111.3577,3329850,11121462
201911,143098,863326,1,4.71,"ESE","ROOSEVELT GRPVN ARPT",33.6075,-110.9728,3336450,11058368
201911,143098,863326,2,4.22,"E","ROOSEVELT GRPVN ARPT",33.638,-110.9774,3338280,11058644
201911,143098,863326,3,1.38,"ENE","ROOSEVELT GRPVN ARPT",33.6357,-111.0271,3338142,1111626
201911,142456,860737,2,1.65,"S","LOWELL",44.7762,-72.4518,4446572,7227108
201911,142456,860737,3,1.14,"SE","WEST GLOVER",44.7173,-72.2053,4443038,7212318
201911,142456,860737,4,5.23,"ENE","HOLLAND",44.9914,-71.9173,4459484,7155038
201911,142456,860738,1,.94,"SSE","CANAAN",44.9867,-71.5254,4459202,7131524
201911,142456,860738,2,1.27,"ESE","NORTON",44.9905,-71.7777,4459430,7146662
201911,142456,860738,3,2.47,"NNE","ISLAND POND",44.8515,-71.856,4451090,7151360
201911,142456,860738,4,2.86,"SSE","EAST BRIGHTON",44.731,-71.8005,4443860,7148030
201911,142456,860738,5,1.4,"NNW","BLOOMFIELD ARPT",44.8181,-71.583,4449086,7134980
201911,142456,860739,1,.53,"SW","WARREN",44.1147,-72.8578,446882,7251468
201911,142456,860739,2,2.05,"W","WATERBURY ARPT",44.3833,-72.7712,4422998,7246272
201911,142456,860739,3,1.11,"NE","MARSHFIELD",44.361,-72.3336,4421660,7220016
201911,142456,860739,4,1.34,"SE","WEBSTERVILLE",44.1347,-72.4334,448082,7226004
201911,142456,861877,1,1.44,"NNW","FAIRFAX",44.6895,-73.03,4441370,731800
201911,142456,861877,2,.51,"N","WEST FLETCHER",44.7073,-72.9514,4442438,7257084
201911,142456,861877,3,.77,"ENE","BINGHAMVILLE",44.6853,-72.9063,4441118,7254378
201911,142456,861877,4,3.08,"SSW","BINGHAMVILLE",44.6372,-72.9373,4438232,7256238
201911,142456,861877,5,.93,"SW","FAIRFAX",44.6606,-73.0334,4439636,732004
201911,142546,855641,1,0,"N","NORTH JETTY",29.37,-94.73,2922200,9443800
201911,142546,855642,1,9.62,"NE","NORTH JETTY",29.4682,-94.6167,2928092,9437002
201911,142546,855643,1,7.74,"SSE","TEXAS CITY",29.2925,-94.8637,2917550,9451822
201911,142672,857036,1,.94,"NW","ALLENWOOD",40.1403,-74.1115,408418,746690
201911,142672,857037,1,.69,"N","MONMOUTH CO ARPT",40.19,-74.12,4011400,747200
201911,142672,857039,1,.69,"N","NEPTUNE CITY",40.21,-74.07,4012600,744200
201911,142672,857040,1,.87,"NE","CHADWICK",40.01,-74.06,40600,743600
201911,142672,857041,1,3,"WSW","BEACH HAVEN HGTS",39.51,-74.32,3930600,7419200
201911,142760,856900,1,1.78,"N","WHEELER RIDGE",35.0253,-118.9557,351518,11857342
201911,142760,856900,2,1.85,"NNW","WHEELER RIDGE",35.0257,-118.959,351542,11857540
201911,142760,856900,3,1.12,"NNW","WHEELER RIDGE",35.0155,-118.9555,35930,11857330
201911,142760,856900,4,1.12,"NNW","WHEELER RIDGE",35.016,-118.954,35960,11857240
201911,142831,863194,1,3.25,"NNE","DEMPSEY",34.52,-87.92,3431200,8755200
201911,142831,863195,1,2.15,"SSE","PLEASANT GROVE",34.54,-87.91,3432400,8754600
201911,142831,863196,1,.69,"N","ELKMONT",34.94,-86.98,3456400,8658800
201911,142857,857251,1,3.83,"WNW","PALISADE",39.13,-108.41,397800,10824600
201911,142908,859705,1,2.7,"NE","PERRYVILLE",33.46,-112.44,3327600,11226400
201911,142908,859705,2,.47,"WSW","MC MICKEN",33.4978,-112.4378,3329868,11226268
201911,142908,859705,3,2.34,"N","PERRYVILLE",33.4637,-112.4744,3327822,11228464
201911,142908,859705,4,1.39,"N","PERRYVILLE",33.4501,-112.4724,3327006,11228344
201911,142908,859705,5,2.17,"ENE","PERRYVILLE",33.4463,-112.4379,3326778,11226274
201911,142908,859710,1,7.12,"ENE","PHOENIX DEER VLY ARP",33.7268,-111.9696,3343608,11158176
201911,142908,859710,2,5.83,"SSW","CAVE CREEK",33.7567,-112.0004,3345402,11224
201911,142908,859710,3,5.31,"NE","PHOENIX DEER VLY ARP",33.7329,-112.013,3343974,112780
201911,142908,859710,4,5.98,"ENE","PHOENIX DEER VLY ARP",33.7204,-111.988,3343224,11159280
201911,142908,859712,1,2.11,"ESE","PHOENIX DEER VLY ARP",33.667,-112.0468,3340020,1122808
201911,142908,859712,2,2.03,"ESE","PHOENIX DEER VLY ARP",33.6721,-112.046,3340326,1122760
201911,142908,859712,3,1.59,"ESE","PHOENIX DEER VLY ARP",33.6717,-112.0541,3340302,1123246
201911,142908,859712,4,1.78,"ESE","PHOENIX DEER VLY ARP",33.6671,-112.0533,3340026,1123198
201911,142908,859714,1,1.9,"SW","PHOENIX TURF ARPT",33.612,-112.1049,3336720,1126294
201911,142908,859714,2,1.87,"NW","PHOENIX TURF ARPT",33.6485,-112.1037,3338910,1126222
201911,142908,859714,3,3.41,"WNW","PHOENIX TURF ARPT",33.6509,-112.1337,3339054,1128022
201911,142908,859714,4,3.29,"WSW","PHOENIX TURF ARPT",33.6143,-112.134,3336858,1128040
201911,142908,859716,1,6.34,"WSW","CAVE CREEK",33.7991,-112.054,3347946,1123240
201911,142908,859716,2,6.04,"W","CAVE CREEK",33.8229,-112.0548,3349374,1123288
201911,142908,859716,3,7.19,"SSE","NEW RIVER",33.8239,-112.0821,3349434,1124926
201911,142908,859716,4,7.83,"WSW","CAVE CREEK",33.8001,-112.0816,3348006,1124896
201911,142908,859719,1,6.08,"SSE","NEW RIVER",33.8345,-112.1048,3350070,1126288
201911,142908,859719,2,6.43,"SSE","NEW RIVER",33.8355,-112.0829,3350130,1124974
201911,142908,859719,3,5.81,"SSE","NEW RIVER",33.8454,-112.0834,3350724,1125004
201911,142908,859719,4,5.45,"SSE","NEW RIVER",33.8441,-112.1044,3350646,1126264
201911,142908,859723,1,8.34,"S","NEW RIVER",33.8013,-112.1035,3348078,1126210
201911,142908,859723,2,6.26,"SSE","NEW RIVER",33.8346,-112.0934,3350076,1125604
201911,142908,859723,3,5.5,"S","NEW RIVER",33.8405,-112.1353,3350430,1128118
201911,142908,859723,4,8.3,"S","NEW RIVER",33.7999,-112.1307,3347994,1127842
201911,142908,859724,1,8.63,"S","NEW RIVER",33.7957,-112.1452,3347742,1128712
201911,142908,859724,2,8.06,"S","NEW RIVER",33.8041,-112.1457,3348246,1128742
201911,142908,859724,3,8,"S","NEW RIVER",33.8057,-112.1522,3348342,1129132
201911,142908,859724,4,8.69,"S","NEW RIVER",33.796,-112.155,3347760,1129300
201911,142908,859858,1,4.81,"NNW","PHOENIX DEER VLY ARP",33.7478,-112.099,3344868,1125940
201911,142908,859858,2,6.46,"N","PHOENIX DEER VLY ARP",33.7719,-112.1008,3346314,1126048
201911,142908,859858,3,6.88,"NNW","PHOENIX DEER VLY ARP",33.7733,-112.1218,3346398,1127308
201911,142908,859858,4,4.96,"NNW","PHOENIX DEER VLY ARP",33.7443,-112.1182,3344658,1127092
201911,142908,859859,1,.89,"SE","PHOENIX TURF ARPT",33.6219,-112.0679,3337314,1124074
201911,142908,859859,2,.94,"NE","PHOENIX TURF ARPT",33.6384,-112.0671,3338304,1124026
201911,142908,859859,3,1.01,"NW","PHOENIX TURF ARPT",33.6388,-112.0941,3338328,1125646
201911,142908,859859,4,.84,"WSW","PHOENIX TURF ARPT",33.6243,-112.0929,3337458,1125574
201911,142911,859738,1,2.21,"NW","GOODYEAR ARPT",33.44,-112.41,3326400,11224600
201911,142911,859740,1,19.25,"SSE","WENDEN",33.58,-113.38,3334800,11322800
201911,142911,859868,1,16.28,"WNW","TONOPAH",33.61,-113.18,3336600,11310800
201911,142911,859873,1,.58,"W","GOODYEAR",33.43,-112.36,3325800,11221600
201911,142911,859878,1,1.86,"WSW","PERRYVILLE",33.42,-112.5,3325200,11230000
201911,142911,859880,1,1.5,"SSE","PERRYVILLE",33.41,-112.46,3324600,11227600
201911,142920,857433,1,2.77,"NE","OCONTO",44.9111,-87.8442,4454666,8750652
201911,142920,857433,2,2.86,"NE","OCONTO",44.9116,-87.8422,4454696,8750532
201911,142920,857433,3,2.65,"ENE","OCONTO",44.896,-87.8307,4453760,8749842
201911,142920,857433,4,2.33,"ENE","OCONTO",44.8948,-87.8372,4453688,8750232
201911,142920,857443,1,1.01,"NNW","KEWAUNEE",44.4643,-87.5041,4427858,8730246
201911,142920,857443,2,.96,"N","KEWAUNEE",44.4638,-87.5017,4427828,8730102
201911,142920,857443,3,.86,"N","KEWAUNEE",44.4625,-87.4997,4427750,8729982
201911,142920,857443,4,.79,"N","KEWAUNEE",44.4615,-87.5001,4427690,8730006
201911,142920,857443,5,.75,"N","KEWAUNEE",44.4607,-87.5019,4427642,8730114
201911,142920,857443,6,.94,"NNW","KEWAUNEE",44.4632,-87.5046,4427792,8730276
201904,134856,808371,1,3.56,"NNE","LOWER TAMPA BAY",27.663,-82.618,2739780,8237080
201904,134857,808293,1,1.84,"SE","ULMERTON",27.86,-82.76,2751600,8245600
201904,134858,808294,1,6.01,"NE","STUART",27.25,-80.17,2715000,8010200
201904,134859,808295,1,3.34,"WNW","CAPE CANAVERAL",28.4,-80.65,2824000,8039000
201904,134861,808298,1,.41,"N","CEDAR KEY",29.1359,-83.0293,298154,831758
201904,134861,808299,1,.27,"NNW","CEDAR KEY",29.1338,-83.0309,298028,831854
201904,134861,808307,1,6.92,"NW","SAN CARLOS BAY",26.49,-81.96,2629400,8157600
201904,134861,808308,1,6.39,"WSW","CRYSTAL RIVER",28.87,-82.67,2852200,8240200
201904,134861,808310,1,2.41,"SSE","PORT CHARLOTTE",26.96,-82.08,2657600,824800
201904,134861,808312,1,12.1,"N","CLEARWATER BEACH",28.1533,-82.8012,289198,8248072
201904,134861,808313,1,5.66,"NNE","CLEARWATER BEACH",28.06,-82.81,283600,8248600
201904,134861,808314,1,4.81,"NNE","HUDSON",28.4331,-82.6667,2825986,8240002
201904,134861,808315,1,.2,"SW","CLEARWATER BEACH",27.9777,-82.8321,2758662,8249926
201904,134861,808316,1,8.38,"S","CLEARWATER BEACH",27.86,-82.85,2751600,8251000
201904,134861,808317,1,8.31,"S","ST PETERSBURG BEACH",27.61,-82.76,2736600,8245600
201904,134861,808318,1,1.38,"S","LOWER TAMPA BAY",27.6,-82.65,2736000,8239000
201904,134861,808319,1,2.45,"W","MIDDLE TAMPA BAY",27.77,-82.57,2746200,8234200
201904,134861,808321,1,3.03,"ESE","OLD TAMPA BAY",27.8407,-82.5315,2750442,8231890
201904,134861,808322,1,26.52,"WSW","SARASOTA BEACH",27.173,-82.924,2710380,8255440
201904,134861,808323,1,5.72,"SSW","OLD TAMPA BAY",27.78,-82.63,2746800,8237800
201904,134861,808324,1,4.35,"W","SARASOTA BEACH",27.32,-82.6,2719200,8236000
201904,134861,808325,1,1.91,"S","VENICE",27.0725,-82.4528,274350,8227168
201904,134861,808326,1,1.98,"SSE","VENICE",27.0728,-82.44,274368,8226400
201904,134861,808327,1,2.41,"SSE","PORT CHARLOTTE",26.96,-82.08,2657600,824800
201904,134861,808328,1,4.25,"ENE","SANIBEL",26.47,-82.05,2628200,823000
201904,134861,808329,1,2.07,"N","PUNTA RASSA",26.54,-82,2632400,8200
201904,134863,808433,1,.61,"E","WINTER SPGS",28.7,-81.29,2842000,8117400
201904,134863,811366,1,.34,"WSW","WINTER SPGS",28.6988,-81.3055,2841928,8118330
201904,134865,808302,1,4.21,"NW","PONCE INLET",29.15,-80.97,299000,8058200
201904,134865,808303,1,1.95,"SSE","PONCE INLET",29.076,-80.913,294560,8054780
201904,134865,808304,1,2.75,"NE","NEW SMYRNA BEACH",29.05,-80.9,293000,8054000
201904,134865,808305,1,17.44,"N","PLAYALINDA BEACH",28.8,-80.74,2848000,8044400
201904,134865,808306,1,15.94,"N","PLAYALINDA BEACH",28.78,-80.8,2846800,8048000
201904,134866,808330,1,.69,"N","NEW SMYRNA BEACH",29.03,-80.93,291800,8055800
201904,134866,808331,1,0,"N","SHILOH",28.78,-80.8,2846800,8048000
201904,134866,808332,1,.98,"SW","OVIEDO",28.661,-81.2124,2839660,8112744
201904,134866,808425,1,2.73,"NNW","BRIDGEND",28.787,-81.136,2847220,818160
201904,134870,808341,1,9.56,"ENE","VERO BEACH",27.701,-80.4359,2742060,8026154
201904,134870,808342,1,6.47,"NW","STUART",27.27,-80.32,2716200,8019200
201904,134871,808343,1,1.97,"WNW","PORT ST LUCIE",27.28,-80.35,2716800,8021000
201904,134871,808344,1,0,"N","PORT ST LUCIE",27.27,-80.32,2716200,8019200
201904,134871,808345,1,2.16,"SSE","PORT ST LUCIE",27.24,-80.31,2714400,8018600
